iid,id,gender,wave,pid,match,int_corr,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,income,goal,date,go_out,career,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,date_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
149,8,0,7,172,1,-0.09,27,2,17.78,17.78,22.22,20.00,15.56,6.67,1,6.00,4.00,7.00,5.00,6.00,7.00,6.00,6.00,2,28,International Relations,13.00,,2,3,52,186.00,1,5,2,Professor and Government Official,2,28.57,8.57,20.00,20.00,14.29,8.57,8,8,8,8,8,,,,,,1,7.00,7.00,7.00,6.00,6.00,6.00,7.00,,0,5.00,,,,,,,,,,,,6,,,,,,,16.22,13.51,18.92,18.92,16.22,16.22,7,7,7,7,7,7,18.42,13.16,18.42,18.42,13.16,18.42,7,8,8,8,8,,,,,1,15.22,17.39,17.39,17.39,15.22,17.39,,,,,,,10,8,6,8,8,8,8,8,8,8,8,,8,9,12,9,12,,,,
149,8,0,7,173,1,0.15,22,2,18.37,18.37,20.41,20.41,16.33,6.12,1,8.00,8.00,8.00,8.00,7.00,8.00,8.00,6.00,2,28,International Relations,13.00,,2,3,52,186.00,1,5,2,Professor and Government Official,2,28.57,8.57,20.00,20.00,14.29,8.57,8,8,8,8,8,,,,,,1,5.00,8.00,8.00,7.00,4.00,,6.00,5.00,0,5.00,,,,,,,,,,,,6,,,,,,,16.22,13.51,18.92,18.92,16.22,16.22,7,7,7,7,7,7,18.42,13.16,18.42,18.42,13.16,18.42,7,8,8,8,8,,,,,1,15.22,17.39,17.39,17.39,15.22,17.39,,,,,,,10,8,6,8,8,8,8,8,8,8,8,,8,9,12,9,12,,,,
150,9,0,7,158,0,0.31,23,2,19.05,19.05,19.05,19.05,9.52,14.29,1,10.00,8.00,9.00,7.00,7.00,7.00,9.00,5.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,0,5.00,5.00,8.00,6.00,9.00,,5.00,4.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,159,0,0.23,28,2,15.91,20.45,20.45,20.45,11.36,11.36,1,8.00,9.00,9.00,8.00,8.00,5.00,8.00,7.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,0,5.00,8.00,10.00,8.00,8.00,,7.00,,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,160,0,0.11,29,1,16.00,18.00,18.00,18.00,14.00,16.00,1,7.00,10.00,9.00,8.00,8.00,3.00,7.00,7.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,0,9.00,7.00,7.00,7.00,7.00,2.00,7.00,1.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,161,0,0.20,22,2,16.67,18.75,18.75,18.75,18.75,8.33,0,8.00,8.00,10.00,8.00,6.00,5.00,6.00,3.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,0,8.00,5.00,8.00,8.00,8.00,7.00,7.00,2.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,162,0,0.46,27,4,15.22,15.22,19.57,17.39,13.04,19.57,0,6.00,9.00,8.00,5.00,6.00,3.00,5.00,5.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,0,6.00,6.00,7.00,6.00,6.00,5.00,7.00,4.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,163,0,0.35,26,2,12.00,20.00,20.00,20.00,16.00,12.00,1,9.00,9.00,9.00,8.00,8.00,5.00,8.00,5.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,0,7.00,7.00,8.00,8.00,6.00,,7.00,4.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,164,0,0.56,27,2,20.51,23.08,20.51,17.95,2.56,15.38,1,9.00,10.00,9.00,9.00,,9.00,9.00,7.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,0,8.00,7.00,6.00,7.00,6.00,7.00,7.00,5.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,165,1,0.10,30,2,16.67,12.50,20.83,18.75,12.50,18.75,1,8.00,10.00,9.00,8.00,8.00,7.00,8.00,7.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,1,9.00,8.00,8.00,7.00,8.00,,7.00,4.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,166,0,0.47,26,6,27.78,19.44,19.44,27.78,2.78,2.78,0,5.00,7.00,9.00,8.00,9.00,,7.00,7.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,0,6.00,5.00,6.00,5.00,8.00,,5.00,4.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,167,1,0.39,23,2,18.60,13.95,18.60,16.28,16.28,16.28,1,7.00,5.00,6.00,7.00,5.00,4.00,6.00,5.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,1,7.00,7.00,8.00,8.00,8.00,8.00,7.00,5.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,168,0,0.40,23,4,11.11,17.78,17.78,17.78,17.78,17.78,1,8.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,0,7.00,8.00,8.00,8.00,8.00,,8.00,6.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,169,0,0.30,28,2,17.78,20.00,17.78,15.56,15.56,13.33,0,7.00,8.00,9.00,7.00,9.00,8.00,8.00,7.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,1,9.00,9.00,9.00,9.00,9.00,7.00,9.00,5.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,170,0,0.15,28,4,16.28,20.93,18.60,18.60,13.95,11.63,1,6.00,7.00,7.00,7.00,6.00,7.00,6.00,5.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,0,5.00,6.00,9.00,6.00,9.00,3.00,8.00,5.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,171,0,0.46,29,2,19.57,10.87,19.57,19.57,19.57,10.87,1,7.00,9.00,9.00,7.00,8.00,5.00,7.00,5.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,0,6.00,7.00,9.00,6.00,9.00,,7.00,4.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,172,0,0.27,27,2,17.78,17.78,22.22,20.00,15.56,6.67,0,4.00,6.00,8.00,4.00,6.00,3.00,3.00,9.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,0,6.00,7.00,8.00,7.00,8.00,,7.00,4.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
150,9,0,7,173,0,0.39,22,2,18.37,18.37,20.41,20.41,16.33,6.12,1,7.00,7.00,7.00,7.00,7.00,5.00,6.00,4.00,2,31,History of Religion,7.00,,2,3,55,080.00,4,5,2,professor,5,25.00,15.00,15.00,15.00,15.00,15.00,7,9,8,9,8,,,,,,0,6.00,8.00,8.00,8.00,8.00,,8.00,5.00,0,1.00,12.77,21.28,19.15,17.02,14.89,14.89,8.00,10.00,8.00,8,8,6,,,,,,,14.00,18.00,18.00,18.00,16.00,16.00,9,4,4,7,7,7,23.81,11.90,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,1,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,
151,10,0,7,158,0,0.24,23,2,19.05,19.05,19.05,19.05,9.52,14.29,1,10.00,8.00,8.00,9.00,7.00,6.00,9.00,4.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,4.00,5.00,5.00,1.00,3.00,1.00,2.00,3.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,159,0,0.60,28,2,15.91,20.45,20.45,20.45,11.36,11.36,1,8.00,8.00,7.00,7.00,7.00,,7.00,4.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,3.00,7.00,7.00,4.00,6.00,5.00,6.00,4.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,160,0,0.08,29,1,16.00,18.00,18.00,18.00,14.00,16.00,1,8.00,8.00,,8.00,7.00,8.00,8.00,7.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,8.00,6.00,8.00,7.00,7.00,6.00,6.00,7.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,161,0,-0.35,22,2,16.67,18.75,18.75,18.75,18.75,8.33,1,10.00,8.00,8.00,9.00,8.00,5.00,8.00,4.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,9.00,7.00,8.00,8.00,7.00,7.00,9.00,8.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,162,1,0.45,27,4,15.22,15.22,19.57,17.39,13.04,19.57,1,8.00,7.00,7.00,7.00,6.00,9.00,9.00,6.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,1,9.00,8.00,7.00,7.00,6.00,9.00,8.00,8.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,163,0,0.65,26,2,12.00,20.00,20.00,20.00,16.00,12.00,1,8.00,9.00,8.00,7.00,6.00,5.00,8.00,3.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,7.00,5.00,7.00,8.00,7.00,7.00,7.50,6.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,164,0,0.54,27,2,20.51,23.08,20.51,17.95,2.56,15.38,1,9.00,9.00,7.00,9.00,,,7.00,5.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,6.00,8.00,8.00,5.00,7.00,8.00,7.00,7.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,165,0,0.47,30,2,16.67,12.50,20.83,18.75,12.50,18.75,0,10.00,9.00,8.00,10.00,7.00,3.00,6.00,3.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,8.00,5.00,5.00,4.00,6.00,5.00,4.00,4.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,166,0,0.49,26,6,27.78,19.44,19.44,27.78,2.78,2.78,0,8.00,8.00,8.00,8.00,,,,,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,6.00,4.00,6.00,6.00,5.00,6.00,5.00,6.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,167,0,0.19,23,2,18.60,13.95,18.60,16.28,16.28,16.28,1,8.00,8.00,5.00,4.00,3.00,4.00,7.00,4.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,6.00,3.00,6.00,5.00,4.00,7.00,3.00,3.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,168,0,0.36,23,4,11.11,17.78,17.78,17.78,17.78,17.78,1,9.00,8.00,7.00,7.00,8.00,7.00,8.00,8.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,6.00,3.00,7.00,4.00,5.00,4.00,4.00,5.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,169,0,0.47,28,2,17.78,20.00,17.78,15.56,15.56,13.33,1,9.00,9.00,9.00,9.00,8.00,7.00,9.00,8.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,7.00,8.00,7.00,7.00,7.00,,7.00,7.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,170,0,0.67,28,4,16.28,20.93,18.60,18.60,13.95,11.63,1,8.00,7.00,7.00,8.00,7.00,5.00,7.00,6.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,3.00,8.00,8.00,3.00,7.00,2.00,4.00,6.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,171,0,0.33,29,2,19.57,10.87,19.57,19.57,19.57,10.87,1,9.00,9.00,8.00,8.00,7.00,6.00,8.00,7.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,5.00,7.00,6.00,5.00,7.00,,5.00,6.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,172,0,0.00,27,2,17.78,17.78,22.22,20.00,15.56,6.67,1,8.00,7.00,8.00,6.00,8.00,6.00,6.00,4.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,0,7.00,8.00,7.00,6.00,7.00,8.00,7.00,7.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
151,10,0,7,173,1,0.09,22,2,18.37,18.37,20.41,20.41,16.33,6.12,1,9.00,8.00,7.00,8.00,7.00,7.00,8.00,6.00,2,28,international affairs - economic development,13.00,,2,1,,3,3,1,international development work,6,23.81,14.29,16.67,19.05,14.29,11.90,9,10,10,10,8,,,,,,1,8.00,7.00,8.00,9.00,6.00,10.00,9.00,9.00,0,1.00,,,,,,,,,,,,5,,,,,,,15.38,17.31,17.31,17.31,15.38,17.31,8,7,8,9,9,7,22.22,15.56,15.56,17.78,15.56,13.33,9,9,9,9,8,,,,,1,15.38,19.23,17.31,19.23,13.46,15.38,,,,,,,7,7,7,8,9,8,9,6,7,9,7,,12,9,9,12,8,,,,,
152,11,0,7,158,0,0.51,23,2,19.05,19.05,19.05,19.05,9.52,14.29,1,9.00,9.00,8.00,7.00,7.00,6.00,8.00,4.00,2,27,Political Science,13.00,,4,2,,1,4,3,professor,5,24.32,13.51,13.51,24.32,8.11,16.22,7,9,8,10,8,,,,,,0,6.00,7.00,7.00,6.00,8.00,6.00,6.00,6.00,0,1.00,,,,,,,,,,,,4,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,6,9,7,8,7,6,23.26,13.95,16.28,20.93,11.63,13.95,8,7,9,8,8,,,,,0,15.22,17.39,17.39,15.22,17.39,17.39,,,,,,,8,9,6,8,8,5,9,6,8,8,5,,7,8,9,9,8,,,,,
152,11,0,7,159,0,0.58,28,2,15.91,20.45,20.45,20.45,11.36,11.36,0,7.00,7.00,7.00,5.00,,3.00,5.00,5.00,2,27,Political Science,13.00,,4,2,,1,4,3,professor,5,24.32,13.51,13.51,24.32,8.11,16.22,7,9,8,10,8,,,,,,0,4.00,6.00,5.00,4.00,,,5.00,6.00,0,1.00,,,,,,,,,,,,4,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,6,9,7,8,7,6,23.26,13.95,16.28,20.93,11.63,13.95,8,7,9,8,8,,,,,0,15.22,17.39,17.39,15.22,17.39,17.39,,,,,,,8,9,6,8,8,5,9,6,8,8,5,,7,8,9,9,8,,,,,
